"hyperlink","Brand","Wine","Rating","ReviewCount","Price","Timestamp","Category","Year","WineID"
"/NL/nl/la-cepa-de-pelayo-ole-de-aromas-bobal/w/7478741?year=2018&price_id=22290781","La Cepa de Pelayo","Ole de Aromas Bobal 2018",3.5,150,9.95,2024-10-05,"Red",2018,"7478741"
"/NL/nl/bodegas-albero-isabella-bobal/w/5600727?year=2022&price_id=35084506","Bodegas Albero","Isabella Bobal 2022",3.9,843,9.95,2024-10-05,"Red",2022,"5600727"
"/NL/nl/honoro-vera-irreverent-red-blend/w/4915333?year=2020&price_id=31774728","Honoro Vera","Irreverent Red Blend 2020",3.6,90,9.95,2024-10-05,"Red",2020,"4915333"
"/NL/nl/bodegas-principe-de-viana-crianza/w/1561396?year=2020&price_id=35033295","Bodegas Príncipe de Viana","Crianza 2020",3.3,2676,9.95,2024-10-05,"Red",2020,"1561396"
"/NL/nl/tinedo-cala-n-1/w/1142515?year=2019&price_id=29777490","Tinedo","Cala N.1 2019",3.6,25,9.95,2024-10-05,"Red",2019,"1142515"
"/NL/nl/dominio-de-punctum-syrah/w/1178828?year=2022&price_id=35334243","Dominio de Punctum","Syrah 2022",3.5,395,9.95,2024-10-05,"Red",2022,"1178828"
"/NL/nl/juan-gil-salto-de-rana-ecologico/w/12163461?year=2022&price_id=35888061","Juan Gil","Salto de Rana Ecológico 2022",3.4,27,9.95,2024-10-05,"Red",2022,"12163461"
"/NL/nl/covinca-scoop-gran-reserva/w/1839293?year=2016&price_id=35456072","Viña Oria","Gran Reserva 2016",3.6,724,9.95,2024-10-05,"Red",2016,"1839293"
"/NL/nl/dominio-de-punctum-tempranillo-petit-verdot/w/4690317?year=2022&price_id=34958760","Dominio de Punctum","Tempranillo - Petit Verdot 2022",3.5,262,9.95,2024-10-05,"Red",2022,"4690317"
"/NL/nl/conesa-vina-consolacion-roble/w/9047724?year=2022&price_id=35476880","Familia Conesa","Viña Consolación Roble 2022",3.8,127,9.95,2024-10-05,"Red",2022,"9047724"
"/NL/nl/cueva-del-chaman-garnacha-tintorera/w/7136417?year=2023&price_id=35301120","Cueva del Chamán","Garnacha Tintorera 2023",3.7,397,9.95,2024-10-05,"Red",2023,"7136417"
"/NL/nl/marques-de-riscal-proximo-rioja/w/1582441?year=2020&price_id=35896195","Marqués de Riscal","Próximo Rioja 2020",3.7,17837,9.95,2024-10-05,"Red",2020,"1582441"
"/NL/nl/murviedro-galeam-monastrell/w/7090350?year=2020&price_id=31698195","Murviedro","Galeam Monastrell 2020",3.8,47,9.95,2024-10-05,"Red",2020,"7090350"
"/NL/nl/marco-real-comunidad-foral-de-navarra-tempranillo-cabernet-sauvignon/w/1473534?year=2018&price_id=34035671","Marco Real","Crianza 2018",3.5,221,9.95,2024-10-05,"Red",2018,"1473534"
"/NL/nl/bodegas-piqueras-sa-el-abuelo-de-piqueras-reserva-almansa/w/5919503?year=2020&price_id=35190054","Bodegas Piqueras","El Abuelo de Piqueras Reserva 2020",4.1,253,9.95,2024-10-05,"Red",2020,"5919503"
"/NL/nl/sueo-la-mordida-tempranillo/w/5959635?year=2021&price_id=34897786","Bodega La Magdalena","La Mordida Tempranillo 2021",3.9,351,9.95,2024-10-05,"Red",2021,"5959635"
"/NL/nl/realce-syrah/w/3918086?year=2018&price_id=25252813","Realce","Syrah 2018",3,59,9.95,2024-10-05,"Red",2018,"3918086"
"/NL/nl/el-castilla-syrah/w/5915719?year=2021&price_id=30925139","El Castilla","Syrah 2021",3.9,1044,9.93,2024-10-05,"Red",2021,"5915719"
"/NL/nl/heredad-moran-lopez-heredad-26-mencia/w/8479012?year=2021&price_id=36134074","Heredad Morán & López","Heredad 26 Mencia 2021",3.8,77,9.9,2024-10-05,"Red",2021,"8479012"
"/NL/nl/honoro-vera-organic-monastrell/w/2141257?year=2021&price_id=36601261","Honoro Vera","Organic Monastrell 2021",3.8,165,9.9,2024-10-05,"Red",2021,"2141257"
"/NL/nl/honoro-vera-garnacha/w/1196853?year=2021&price_id=36601244","Honoro Vera","Garnacha 2021",3.8,799,9.9,2024-10-05,"Red",2021,"1196853"
"/NL/nl/dominio-de-eguren-codice/w/9399?year=2021&price_id=35368515","Dominio de Eguren","Códice 2021",3.4,60,9.9,2024-10-05,"Red",2021,"9399"
"/NL/nl/es-coloma-cuvee/w/1231076?year=2020&price_id=36601236","Coloma","Cuvée 2020",3.5,204,9.9,2024-10-05,"Red",2020,"1231076"
"/NL/nl/juan-gil-jumilla-yellow-label/w/1134571?year=2021&price_id=34755178","Juan Gil","Jumilla Yellow Label 2021",3.8,963,9.89,2024-10-05,"Red",2021,"1134571"
"/NL/nl/juan-gil-jumilla-yellow-label/w/1134571?year=2022&price_id=36739594","Juan Gil","Jumilla Yellow Label 2022",3.9,359,9.85,2024-10-05,"Red",2022,"1134571"
"/NL/nl/es-coloma-dama-de-torre-garnacha-tintorera/w/3791477?year=2018&price_id=25223202","Coloma","Dama de Torre Garnacha Tintorera 2018",4,111,9.75,2024-10-05,"Red",2018,"3791477"
"/NL/nl/valdelacierva-crianza/w/1764244?year=2018&price_id=32616911","Valdelacierva","Crianza 2018",3.9,36,9.75,2024-10-05,"Red",2018,"1764244"
"/NL/nl/can-blau-el-nen-del-celler/w/11989216?year=2021&price_id=34534463","Can Blau","El Nen del Celler 2021",3.6,55,9.75,2024-10-05,"Red",2021,"11989216"
"/NL/nl/azul-y-garanza-abril/w/1176487?year=2022&price_id=36481248","Azul y Garanza","Abril 2022",3.5,777,9.75,2024-10-05,"Red",2022,"1176487"
"/NL/nl/atalaya-almansa-laya/w/1193347?year=2022&price_id=34521355","Atalaya","Laya 2022",3.9,668,9.75,2024-10-05,"Red",2022,"1193347"
"/NL/nl/camina-roble/w/3982178?year=2022&price_id=34009674","Camina","Roble 2022",3.4,564,9.74,2024-10-05,"Red",2022,"3982178"
"/NL/nl/es-coloma-dama-de-torre-graciano/w/1423858?year=2019&price_id=37224057","Coloma","Dama de Torre Graciano 2019",3.7,30,9.5,2024-10-05,"Red",2019,"1423858"
"/NL/nl/win-tempranillo-de-alcoholised/w/4410652?price_id=24374126","Win","Tempranillo De-alcoholised N.V.",2.6,250,9.5,2024-10-05,"Red",NA,"4410652"
"/NL/nl/bodegas-piqueras-sa-marius-single-vineyard-monastrell/w/6750339?year=2018&price_id=32703201","Bodegas Piqueras","Marius Single Vineyard Monastrell 2018",3.7,47,9.5,2024-10-05,"Red",2018,"6750339"
"/NL/nl/azul-y-garanza-abril/w/1176487?year=2021&price_id=36231322","Azul y Garanza","Abril 2021",3.5,777,9.5,2024-10-05,"Red",2021,"1176487"
"/NL/nl/es-laus-garnacha-tinta/w/11638834?year=2021&price_id=35225781","Laus","Garnacha tinta 2021",3.6,29,9.5,2024-10-05,"Red",2021,"11638834"
"/NL/nl/el-castilla-syrah/w/5915719?year=2022&price_id=36848871","El Castilla","Syrah 2022",4,71,9.5,2024-10-05,"Red",2022,"5915719"
"/NL/nl/ramirez-crianza/w/1726555?year=2018&price_id=25255309","Ramirez de la Piscina","Crianza 2018",3.8,520,9.5,2024-10-05,"Red",2018,"1726555"
"/NL/nl/el-castilla-monastrell/w/10497799?year=2021&price_id=34011939","El Castilla","Monastrell 2021",4.1,71,9.5,2024-10-05,"Red",2021,"10497799"
"/NL/nl/hacienda-el-espino-garnacha-tintorera-organic/w/8721094?year=2020&price_id=26343322","Hacienda El Espino","Garnacha Tintorera Organic 2020",3.3,385,9.5,2024-10-05,"Red",2020,"8721094"
"/NL/nl/marques-de-reinosa-rioja-crianza-cecios/w/1796557?year=2018&price_id=34035688","Marqués de Reinosa","Rioja Crianza Cecios 2018",3.8,39,9.45,2024-10-05,"Red",2018,"1796557"
"/NL/nl/con-un-par-monastrell-petit-verdot/w/5475345?year=2021&price_id=31751858","Con un Par","Monastrell - Petit Verdot 2021",3.5,2891,9.39,2024-10-05,"Red",2021,"5475345"
"/NL/nl/bio-nius-nius-de-nada/w/6732007?year=2022&price_id=34854373","Nius","Nius de Nada 2022",4.1,457,9.25,2024-10-05,"Red",2022,"6732007"
"/NL/nl/intruso-monastrell/w/2147933?year=2022&price_id=34872355","Intruso","Monastrell 2022",3.7,1310,9.25,2024-10-05,"Red",2022,"2147933"
"/NL/nl/inurrieta-sur-roble/w/1680662?year=2022&price_id=34933048","Inurrieta","Sur Roble 2022",3.6,32,9.25,2024-10-05,"Red",2022,"1680662"
"/NL/nl/bodegas-y-vinedos-valderiz-sl-valdehermoso-joven/w/1155142?year=2023&price_id=36323954","Valderiz","Valdehermoso Joven 2023",3.5,1592,9.25,2024-10-05,"Red",2023,"1155142"
"/NL/nl/viento-aliseo-tempranillo-petit-verdot/w/1895864?year=2021&price_id=31872599","Viento Aliseo","Tempranillo - Petit Verdot 2021",3.6,542,9.25,2024-10-05,"Red",2021,"1895864"
"/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2022&price_id=35895785","Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2022",3.8,121,9.2,2024-10-05,"Red",2022,"2568897"
"/NL/nl/piedemonte-cuatro-tierras/w/5523872?year=2020&price_id=35682187","Bodegas Piedemonte","Cuatro Tierras 2020",3.5,94,8.99,2024-10-05,"Red",2020,"5523872"
"/NL/nl/javier-asensio-crianza/w/2138166?year=2019&price_id=35398614","Javier Asensio","Crianza 2019",3.4,327,8.99,2024-10-05,"Red",2019,"2138166"
"/NL/nl/bodegas-vilano-roble/w/1378916?year=2022&price_id=34319068","Bodegas Vilano","Roble 2022",4,213,9.99,2024-10-05,"Red",2022,"1378916"
"/NL/nl/bodegas-vilano-full-flap-red-blend/w/10517146?year=2021&price_id=34556806","Bodegas Vilano","Full Flap Red Blend 2021",4,159,10.95,2024-10-05,"Red",2021,"10517146"
"/NL/nl/candidato-tempranillo/w/74440?year=2018&price_id=20548209","Candidato","Tempranillo 2018",3.3,275,8.95,2024-10-05,"Red",2018,"74440"
"/NL/nl/mas-codina-negre/w/7447679?year=2019&price_id=30133884","Mas Codina","Negre 2019",3.6,83,8.95,2024-10-05,"Red",2019,"7447679"
"/NL/nl/mirabueno-organic-special-blend-tinto/w/4925420?year=2020&price_id=24816587","Mirabueno","Organic Special Blend Tinto 2020",3.4,121,8.95,2024-10-05,"Red",2020,"4925420"
"/NL/nl/nubori-rumbon-crianza/w/7474495?year=2020&price_id=35898107","Nubori","Rumbón Crianza 2020",4,79,8.95,2024-10-05,"Red",2020,"7474495"
"/NL/nl/bodegas-principe-de-viana-coleccion-monovarietales-tempranillo-roble/w/4611595?year=2020&price_id=29592827","Bodegas Príncipe de Viana","Colección Monovarietales Tempranillo Roble 2020",3.5,398,8.95,2024-10-05,"Red",2020,"4611595"
"/NL/nl/clave-de-sol-garnacha-syrah/w/4922603?year=2019&price_id=30133883","Clave de Sol","Garnacha - Syrah 2019",3.2,102,8.95,2024-10-05,"Red",2019,"4922603"
"/NL/nl/murviedro-audentia-reserva-hfb32/w/6506072?year=2019&price_id=37018415","Murviedro","Audentia Reserva 2019",3.7,338,8.95,2024-10-05,"Red",2019,"6506072"
"/NL/nl/tinedo-ja/w/1391595?year=2023&price_id=35074144","Tinedo","Ja! 2023",3.6,3002,8.95,2024-10-05,"Red",2023,"1391595"
"/NL/nl/nebla-garnacha/w/3246999?year=2021&price_id=34678856","Nebla","Garnacha 2021",3.7,62,8.95,2024-10-05,"Red",2021,"3246999"
"/NL/nl/juan-gil-pedrera-alta-jumilla/w/5252290?year=2022&price_id=35887967","Juan Gil","Pedrera Alta Jumilla 2022",3.7,183,8.95,2024-10-05,"Red",2022,"5252290"
"/NL/nl/terra-linda-syrah/w/5912258?year=2023&price_id=36710985","Terra Linda","Syrah 2023",4.1,60,9.95,2024-10-05,"Red",2023,"5912258"
"/NL/nl/dehesa-el-carrascal-barrica-21-ag/w/9928403?year=2020&price_id=29219401","Dehesa El Carrascal","Barrica 21 AG 2020",3.7,44,8.95,2024-10-05,"Red",2020,"9928403"
"/NL/nl/pacheco-garnacha-xa846/w/6590454?year=2019&price_id=28360800","Pacheco","Garnacha 2019",3.5,69,8.95,2024-10-05,"Red",2019,"6590454"
"/NL/nl/dominio-de-longaz-garnacha/w/3607283?year=2017&price_id=30975026","Dominio de Longaz","Longaz Garnacha 2017",3.6,74,8.95,2024-10-05,"Red",2017,"3607283"
"/NL/nl/la-vina-del-bululu-granitic-soils/w/6148739?year=2020&price_id=36135979","La Vina del Bululu","Granitic Soils 2020",3.6,287,8.95,2024-10-05,"Red",2020,"6148739"
"/NL/nl/bodegas-principe-de-viana-garnacha/w/1882753?year=2020&price_id=29171053","Bodegas Príncipe de Viana","Garnacha 2020",3.4,65,8.95,2024-10-05,"Red",2020,"1882753"
"/NL/nl/bodegas-picos-gregoriano-roble/w/1837623?year=2021&price_id=34853127","Bodega Picos","Gregoriano Roble 2021",4,52,8.95,2024-10-05,"Red",2021,"1837623"
"/NL/nl/familia-montana-finca-la-valentina-montana-crianza/w/7763502?year=2019&price_id=34399324","Familia Montaña","Finca La Valentina Montaña Crianza 2019",3.7,58,8.95,2024-10-05,"Red",2019,"7763502"
"/NL/nl/vinicola-riojana-de-alcanadre-tinto/w/1500052?year=2022&price_id=34439877","Bodegas Aradon","Tinto 2022",3.6,25,8.95,2024-10-05,"Red",2022,"1500052"
"/NL/nl/murviedro-audentia-reserva-hfb32/w/6506072?year=2017&price_id=34204798","Murviedro","Audentia Reserva 2017",3.6,37,8.95,2024-10-05,"Red",2017,"6506072"
"/NL/nl/raiza-altos-de-raiza/w/1165877?year=2018&price_id=36956922","Raiza","Altos de Raiza 2018",3.6,88,8.95,2024-10-05,"Red",2018,"1165877"
"/NL/nl/bodegas-sophia-galo-mendez-rioja-tinto/w/6832994?year=2022&price_id=37098109","Bodegas Sophia Galo-Mendez","Rioja Tinto 2022",3.8,181,8.95,2024-10-05,"Red",2022,"6832994"
"/NL/nl/beefsteak-club-beef-liberty-old-vines-tempranillo-castilla-la-mancha/w/5600608?year=2020&price_id=31717138","The Beefsteak Club","Beef & Liberty Old vines Tempranillo 2020",3.6,105,8.95,2024-10-05,"Red",2020,"5600608"
"/NL/nl/lagravera-laltre/w/1945130?year=2021&price_id=32628611","Lagravera","Laltre 2021",3.7,149,8.95,2024-10-05,"Red",2021,"1945130"
"/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2023&price_id=37227292","Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2023",3.6,4231,8.75,2024-10-05,"Red",2023,"2568897"
"/NL/nl/pago-de-cirsus-oak-aged-red-blend/w/1169553?year=2021&price_id=31249578","Pago de Cirsus","Oak Aged Red Blend 2021",3.8,259,8.75,2024-10-05,"Red",2021,"1169553"
"/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2021&price_id=31440035","Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2021",3.7,190,8.7,2024-10-05,"Red",2021,"2568897"
"/NL/nl/ardales-barrel-aged-graciano-merlot/w/6145361?year=2022&price_id=33522096","Ardales","Barrel Aged Graciano - Merlot 2022",3.1,235,8.65,2024-10-05,"Red",2022,"6145361"
"/NL/nl/vicente-gandia-pla-uva-pirata-garnacha-tintorera/w/10571454?year=2021&price_id=34978286","Vicente Gandía","Uva Pirata Garnacha Tintorera 2021",3.7,115,8.5,2024-10-05,"Red",2021,"10571454"
"/NL/nl/clos-montblanc-proyecto-cu4tro-tinto/w/16138?year=2022&price_id=36709877","Clos Montblanc","Proyecto Cu4tro Tinto 2022",3.6,51,8.5,2024-10-05,"Red",2022,"16138"
"/NL/nl/reino-de-altuzarra-tinto/w/4580987?year=2021&price_id=31977874","Reino de Altuzarra","Tinto 2021",3.6,130,8.5,2024-10-05,"Red",2021,"4580987"
"/NL/nl/covila-ii-crianza/w/1164116?year=2020&price_id=35435932","Covila","II Crianza 2020",4.1,80,8.5,2024-10-05,"Red",2020,"1164116"
"/NL/nl/bodegas-care-tinto-sobre-lias-garnacha-syrah/w/7472718?year=2023&price_id=35936802","Bodegas Care","Tinto Sobre Lías Garnacha - Syrah 2023",3.9,4465,8.5,2024-10-05,"Red",2023,"7472718"
"/NL/nl/agora-winery-maceracion-carbonica-tempranillo-castilla-la-mancha/w/1916317?year=2022&price_id=33290716","Ágora","Maceración Carbónica Tempranillo 2022",3.6,98,8.5,2024-10-05,"Red",2022,"1916317"
"/NL/nl/borsao-bodegas-seleccion/w/1136710?year=2022&price_id=36557997","Borsao Bodegas","Selección 2022",3.7,278,8.5,2024-10-05,"Red",2022,"1136710"
"/NL/nl/azul-y-garanza-fiesta/w/1220826?year=2022&price_id=36481247","Azul y Garanza","Fiesta 2022",3.3,818,8.5,2024-10-05,"Red",2022,"1220826"
"/NL/nl/felix-solis-the-guv-nor-valdepenas/w/5445838?price_id=33162716","Félix Solís","The Guv’nor N.V.",4,22071,8.5,2024-10-05,"Red",NA,"5445838"
"/NL/nl/finca-fabian-tempranillo/w/4778716?year=2023&price_id=35941353","Finca Fabian","Tempranillo 2023",3.4,1215,8.5,2024-10-05,"Red",2023,"4778716"
"/NL/nl/casa-lluch-tempranillo/w/3011147?year=2023&price_id=35838411","Casa Lluch","Tempranillo 2023",3.6,327,8.49,2024-10-05,"Red",2023,"3011147"
"/NL/nl/nebla-garnacha/w/3246999?year=2022&price_id=37233226","Nebla","Garnacha 2022",3.7,1231,8.45,2024-10-05,"Red",2022,"3246999"
"/NL/nl/tierras-y-vinas-gran-dominio-crianza/w/1206224?year=2020&price_id=36957763","Tierras y Viñas","Gran Dominio Crianza 2020",3.7,42,8.39,2024-10-05,"Red",2020,"1206224"
"/NL/nl/felix-solis-kingpin/w/7657778?price_id=35074148","Félix Solís","Kingpin N.V.",4,8027,9.95,2024-10-05,"Red",NA,"7657778"
"/NL/nl/lacrimus-vendimia-seleccionada-tempranillo/w/2657772?year=2021&price_id=36149340","Lacrimus","Vendimia Seleccionada Tempranillo 2021",3.5,490,9.3,2024-10-05,"Red",2021,"2657772"
"/NL/nl/septimo-sentido-tempranillo/w/3780395?year=2022&price_id=36848618","Séptimo Sentido","Tempranillo 2022",3.6,59,8.25,2024-10-05,"Red",2022,"3780395"
"/NL/nl/familia-torres-sangre-de-toro/w/1385210?year=2021&price_id=34716765","Familia Torres","Sangre de Toro 2021",3.6,165,8.25,2024-10-05,"Red",2021,"1385210"
"/NL/nl/dominio-de-eguren-protocolo-organic-tempranillo-castilla-la-mancha/w/5990837?year=2020&price_id=29467632","Dominio de Eguren","Protocolo Organic Tempranillo 2020",3.6,167,8.1,2024-10-05,"Red",2020,"5990837"
"/NL/nl/vega-del-castillo-ujue-garnacha/w/6978391?year=2022&price_id=34350622","Vega del Castillo","Ujue Garnacha 2022",3.3,2993,8,2024-10-05,"Red",2022,"6978391"
"/NL/nl/alboca-tinto/w/4854826?year=2020&price_id=33317160","Alboca","Tinto 2020",3.4,170,7.99,2024-10-05,"Red",2020,"4854826"
"/NL/nl/murviedro-audentia-crianza/w/8095307?year=2018&price_id=30519236","Murviedro","Audentia Crianza 2018",3.8,64,7.95,2024-10-05,"Red",2018,"8095307"
"/NL/nl/santo-cristo-vina-ainzon-reserva/w/1317205?year=2019&price_id=35097223","Santo Cristo","Viña Ainzón Reserva 2019",3.5,139,7.95,2024-10-05,"Red",2019,"1317205"
"/NL/nl/finca-fabian-tempranillo/w/4778716?year=2021&price_id=30814170","Finca Fabian","Tempranillo 2021",3.4,1215,7.95,2024-10-05,"Red",2021,"4778716"
"/NL/nl/la-sastreria-garnacha-roble/w/2811594?year=2023&price_id=37006918","La Sastrería","Garnacha Roble 2023",3.8,68,7.95,2024-10-05,"Red",2023,"2811594"
"/NL/nl/santo-cristo-vina-ainzon-reserva/w/1317205?year=2018&price_id=30896761","Santo Cristo","Viña Ainzón Reserva 2018",3.5,139,7.95,2024-10-05,"Red",2018,"1317205"
"/NL/nl/bodegas-bocopa-alcanta-merseguera-macabeo/w/9821481?year=2020&price_id=33540552","Bocopa","Alcanta Merseguera-Macabeo 2020",3.2,64,7.95,2024-10-05,"Red",2020,"9821481"
"/NL/nl/covinca-scoop-tempranillo/w/1676979?year=2021&price_id=33428033","Viña Oria","Tempranillo 2021",3.4,36,7.95,2024-10-05,"Red",2021,"1676979"
"/NL/nl/aldeya-garnacha/w/1286987?year=2021&price_id=30221372","Aldeya","Garnacha 2021",3.6,81,7.95,2024-10-05,"Red",2021,"1286987"
"/NL/nl/seoro-de-iniesta-tempranillo/w/1555321?year=2022&price_id=34953700","Señorío de Iniesta","Tempranillo 2022",3.4,245,7.95,2024-10-05,"Red",2022,"1555321"
"/NL/nl/bodegas-care-trio-red-blend-carinena-red-wine-v-q8nvt/w/6213594?year=2020&price_id=26398610","Bodegas Care","Trio Red Blend 2020",3.7,275,7.95,2024-10-05,"Red",2020,"6213594"
"/NL/nl/murviedro-audentia-crianza/w/8095307?year=2020&price_id=37018414","Murviedro","Audentia Crianza 2020",3.8,64,7.95,2024-10-05,"Red",2020,"8095307"
"/NL/nl/borsao-bodegas-clasico-garnacha-campo-de-borja/w/5889525?year=2022&price_id=35888064","Borsao Bodegas","Clásico Garnacha 2022",3.7,159,7.95,2024-10-05,"Red",2022,"5889525"
"/NL/nl/arrio-tempranillo/w/4852297?year=2022&price_id=36709924","Qvinto Arrio","Tempranillo 2022",3.4,336,7.95,2024-10-05,"Red",2022,"4852297"
"/NL/nl/bodegas-aragonesas-don-ramon-perez-juan/w/1209170?year=2021&price_id=37081883","Bodegas Aragonesas","Don Ramón Pérez Juan 2021",4,204,7.95,2024-10-05,"Red",2021,"1209170"
"/NL/nl/clos-montblanc-proyecto-cu4tro-tinto/w/16138?year=2019&price_id=35881127","Clos Montblanc","Proyecto Cu4tro Tinto 2019",3.5,195,7.95,2024-10-05,"Red",2019,"16138"
"/NL/nl/aldeya-garnacha/w/1286987?year=2022&price_id=34705304","Aldeya","Garnacha 2022",3.7,34,7.95,2024-10-05,"Red",2022,"1286987"
"/NL/nl/bodegas-valdemar-valdemoreda-tempranillo/w/1206948?year=2015&price_id=36279919","Bodegas Valdemar","Valdemoreda Tempranillo 2015",3.5,371,7.9,2024-10-05,"Red",2015,"1206948"
"/NL/nl/verum-castilla-la-mancha-la-posada-garnacha/w/4918944?year=2023&price_id=35226432","Verum","La Posada Garnacha 2023",3.1,156,7.8,2024-10-05,"Red",2023,"4918944"
"/NL/nl/verum-castilla-la-mancha-la-posada-tempranillo/w/2364691?year=2022&price_id=31879341","Verum","La Posada Tempranillo 2022",3.2,511,7.77,2024-10-05,"Red",2022,"2364691"
"/NL/nl/alceno-monastrell/w/1558358?year=2023&price_id=36300406","Alceño","Ribera del Segura Monastrell 2023",3.4,3138,7.74,2024-10-05,"Red",2023,"1558358"
"/NL/nl/valdepalacios-crianza/w/1291469?year=2016&price_id=23941300","Valdepalacios","Crianza 2016",3.6,68,7.74,2024-10-05,"Red",2016,"1291469"
"/NL/nl/allegranza-single-vineyard-tempranillo-la-mancha/w/7421117?year=2022&price_id=36478539","Allegranza","Single Vineyard Tempranillo 2022",3.5,925,7.5,2024-10-05,"Red",2022,"7421117"
"/NL/nl/bodegas-bastida-bomba-seleccion-especial-tempranillo/w/6806344?year=2023&price_id=36419410","Bodegas Bastida","Bomba Selección Especial Tempranillo 2023",4.1,4479,7.5,2024-10-05,"Red",2023,"6806344"
"/NL/nl/bodegas-care-trio-red-blend-carinena-red-wine-v-q8nvt/w/6213594?year=2023&price_id=35944944","Bodegas Care","Trio Red Blend 2023",3.6,962,7.5,2024-10-05,"Red",2023,"6213594"
"/NL/nl/impio-tempranillo-castilla-la-mancha/w/9582205?year=2021&price_id=32779600","Impío","Tempranillo 2021",3.7,55,7.5,2024-10-05,"Red",2021,"9582205"
"/NL/nl/isidro-milagro-cal-y-canto-tempranillo-roble/w/5893001?year=2020&price_id=29844454","Isidro Milagro","Cal Y Canto Tempranillo Roble 2020",3.8,66,7.5,2024-10-05,"Red",2020,"5893001"
