hyperlink,Brand,Wine,Rating,Price,Timestamps
/NL/nl/franck-massard-mas-amor-rosado/w/1229814?year=2019&price_id=29979185,Franck Massard,Mas Amor Rosado 2019,"3,4","€12,97",1727909338.7507205
/NL/nl/escabeces-rose/w/6377394?year=2021&price_id=34932038,Escabeces,Rosé 2021,"3,7","€18,95",1727909338.751329
/NL/nl/el-coto-rosado/w/2034549?year=2018&price_id=21523488,El Coto,Rosado 2018,"3,3","€7,50",1727909338.7518337
/NL/nl/ramon-bilbao-rioja-rosado/w/1251649?year=2022&price_id=35833773,Ramón Bilbao,Rioja Rosado 2022,"3,8","€12,90",1727909338.752959
/NL/nl/pacheco-rosado/w/2125332?year=2021&price_id=29771520,Pacheco,Rosado 2021,"3,3","€9,45",1727909338.7540843
/NL/nl/marques-del-turia-rose/w/1601983?year=2023&price_id=34866959,Marqués del Turia,Rosé 2023,"3,3","€5,95",1727909338.7551012
/NL/nl/bodegas-care-rosado/w/1261831?year=2022&price_id=33329737,Bodegas Care,Rosado 2022,"3,6","€8,25",1727909338.7562394
/NL/nl/muga-muga-rosado/w/7490?year=2023&price_id=36281231,Muga,Muga Rosado 2023,"3,9","€11,17",1727909338.7572553
/NL/nl/latido-115866-garnacha-rose/w/4285702?year=2022&price_id=35453818,Latido de Sara,Garnacha Rosé 2022,"3,7","€9,75",1727909338.7583795
/NL/nl/binigrau-b-rosat/w/7085184?year=2023&price_id=36292403,Binigrau,B Rosat 2023,"4,3","€26,95",1727909338.7594986
/NL/nl/linea-karman-clarete/w/9611976?year=2023&price_id=36606617,Linea Kármán,Clarete 2023,"3,9","€11,50",1727909338.7594986
/NL/nl/hernando-y-sourdais-le-rose/w/3597822?year=2019&price_id=25297470,Antídoto,Le Rosé 2019,"4,3","€66,45",1727909338.7606044
/NL/nl/can-axartell-rosado-mallorca/w/4626739?year=2022&price_id=33014480,Can Axartell,Rosado 2022,"4,2","€14,95",1727909338.7618377
/NL/nl/frisach-l-abrunet-rosado/w/5029747?year=2022&price_id=35836434,Celler Frisach,L'Abrunet Rosado 2022,"3,6","€12,95",1727909338.762854
/NL/nl/nebla-verdejo-rose-comunitat-valenciana/w/9271676?year=2023&price_id=36687558,Nebla,Verdejo Rosé 2023,"3,6","€7,95",1727909338.763878
/NL/nl/sara-perez-y-rene-barbier-priorat-partida-pedrer-rosat/w/4995161?year=2021&price_id=34931485,Sara Pérez y René Barbier,Priorat Partida Pedrer Rosat 2021,"4,1","€36,95",1727909338.7648938
/NL/nl/vermador-monastrell-rose/w/4399749?year=2022&price_id=33321114,Vermador,Monastrell Rosé 2022,"3,3","€7,95",1727909338.766017
/NL/nl/azul-y-garanza-naturaleza-salvaje-clarete/w/10039768?year=2021&price_id=36636910,Azul y Garanza,Naturaleza Salvaje Clarete 2021,"4,0","€18,50",1727909338.7671301
/NL/nl/marques-de-riscal-rosado/w/1163699?year=2022&price_id=34479912,Marqués de Riscal,Rosado 2022,"3,6","€11,95",1727909338.7682486
/NL/nl/seoro-de-iniesta-bobal-rose/w/1766077?year=2023&price_id=35293713,Señorío de Iniesta,Bobal Rosé 2023,"3,6","€7,95",1727909338.769371
/NL/nl/es-pinoso-almorqui-rose/w/8162547?year=2023&price_id=35241703,La Bodega de Pinoso,Almorquí Rosé 2023,"3,9","€8,95",1727909338.769371
/NL/nl/brana-vieja-rosado/w/1484868?year=2023&price_id=35841776,Braña Vieja,Rosado 2023,"3,4","€6,95",1727909338.7704976
/NL/nl/entre-vinyes-oniric-rosat/w/4353084?year=2023&price_id=36481246,Entre Vinyes,Oníric Rosat 2023,"3,6","€9,95",1727909338.7725031
/NL/nl/winery-on-creations-demuerte-rose/w/10520945?year=2023&price_id=36170632,Winery On Creations,Demuerte Rosé 2023,"4,0","€12,95",1727909338.7740464
/NL/nl/ramon-bilbao-rioja-rosado/w/1251649?year=2023&price_id=36371910,Ramón Bilbao,Rioja Rosado 2023,"3,7","€9,95",1727909338.7750695
/NL/nl/scala-dei-pla-dels-angels-rosado/w/3387477?year=2021&price_id=29541902,Scala Dei,Pla dels Àngels Rosado 2021,"4,2","€37,99",1727909338.776181
/NL/nl/el-coto-rosado/w/2034549?year=2023&price_id=36710085,El Coto,Rosado 2023,"3,5","€7,95",1727909338.77723
/NL/nl/hernando-y-sourdais-roselito/w/3508744?year=2022&price_id=33405461,Antídoto,Roselito 2022,"3,9","€14,35",1727909338.7782736
/NL/nl/can-axartell-rosado-mallorca/w/4626739?year=2023&price_id=35515632,Can Axartell,Rosado 2023,"4,2","€14,95",1727909338.7793078
/NL/nl/valdelacierva-rose/w/5727802?year=2022&price_id=35863685,Valdelacierva,Rosé 2022,"3,8","€8,75",1727909338.7808805
/NL/nl/nube-de-leza-garcia-rose/w/6721563?year=2023&price_id=37016963,Nube de Leza García,Rosé 2023,"3,8","€12,80",1727909338.78246
/NL/nl/scala-dei-pla-dels-angels-rosado/w/3387477?year=2022&price_id=32992536,Scala Dei,Pla dels Àngels Rosado 2022,"4,1","€39,49",1727909338.7835124
/NL/nl/born-rose-barcelona-born-rose/w/7199750?year=2022&price_id=32712423,Born Rosé Barcelona,Born Rosé 2022,"3,9","€14,50",1727909338.7846544
/NL/nl/yuntero-ortiga-tempranillo-rosado/w/5674375?year=2023&price_id=36499233,Bodegas Yuntero,Ortiga Tempranillo Rosado 2023,"3,4","€5,50",1727909338.7856688
/NL/nl/es-laus-rosado/w/2618149?year=2022&price_id=35392952,Laus,Rosado 2022,"3,8","€7,25",1727909338.7856688
/NL/nl/yuntero-mundo-de-yuntero-tempranillo-rosado/w/7735666?year=2023&price_id=36499206,Bodegas Yuntero,Mundo de Yuntero Tempranillo Rosado 2023,"3,5","€5,95",1727909338.7867095
/NL/nl/yuntero-mundo-de-yuntero-tempranillo-rosado/w/7735666?year=2019&price_id=30903449,Bodegas Yuntero,Mundo de Yuntero Tempranillo Rosado 2019,"3,5","€6,01",1727909338.7887473
/NL/nl/sierra-cantabria-156664-xf-rosado/w/9399348?year=2022&price_id=32700640,Sierra Cantabria,XF Rosado 2022,"4,1",€55,1727909338.7897627
/NL/nl/covinas-aula-bobal-rosado/w/7157775?year=2023&price_id=36688723,Coviñas,Aula Bobal Rosado 2023,"3,7",€15,1727909338.7907696
/NL/nl/covinas-aula-bobal-rosado/w/7157775?year=2022&price_id=35612618,Coviñas,Aula Bobal Rosado 2022,"3,7",€15,1727909338.791889
/NL/nl/pares-balta-syrah-radix-rose/w/1750122?year=2022&price_id=35911588,Parés Baltà,Syrah Radix Rosé 2022,"4,2","€31,40",1727909338.792904
/NL/nl/rodriguez-sanzo-gotas-de-noche-rose/w/9880584?year=2022&price_id=36265095,Rodríguez Sanzo,Gotas de Noche Rosé 2022,"4,1","€19,95",1727909338.7940183
/NL/nl/enate-cabernet-sauvignon-rosado/w/1829739?year=2023&price_id=35661867,Enate,Cabernet Sauvignon Rosado 2023,"4,0","€13,25",1727909338.7940183
/NL/nl/alsina-sarda-merlot-de-llagrima/w/3147515?year=2020&price_id=33612390,Alsina & Sarda,Merlot de Llàgrima 2020,"3,2","€7,50",1727909338.7961535
/NL/nl/la-sastreria-garnacha-rose/w/5424817?year=2023&price_id=35504508,La Sastrería,Garnacha Rosé 2023,"3,5","€7,95",1727909338.7971692
/NL/nl/ibizkus-can-basso-rosado/w/7160433?year=2023&price_id=36591077,Ibizkus,Can Bassó Rosado 2023,"3,5","€13,95",1727909338.7981842
/NL/nl/bodegas-felix-callejo-vina-pilar-clarete/w/8895382?year=2020&price_id=32523024,Callejo,Vina Pilar Clarete 2020,"3,9","€55,40",1727909338.7993069
/NL/nl/u-mes-u-anais-rose/w/7354950?year=2021&price_id=30132715,U MES U,Anais Rosé 2021,"3,8","€10,95",1727909338.8004348
/NL/nl/clos-montblanc-castillo-d-montblanc-rosato/w/16134?year=2022&price_id=36545053,Clos Montblanc,Castell Rosat 2022,"3,4","€8,50",1727909338.8004348
/NL/nl/jose-pariente-victoria-rosado/w/10704049?year=2022&price_id=32424906,José Pariente,Victoria Rosado 2022,"3,9","€14,95",1727909338.8015723
/NL/nl/bodegas-latue-clearly-organic-tempranillo-rose/w/3693094?year=2023&price_id=35885272,Bodegas Latúe,Clearly Organic Tempranillo Rosé 2023,"3,3","€6,45",1727909338.8026972
/NL/nl/bodegas-latue-clearly-organic-tempranillo-rose/w/3693094?year=2022&price_id=33551679,Bodegas Latúe,Clearly Organic Tempranillo Rosé 2022,"3,3","€6,45",1727909338.8038192
/NL/nl/ribas-ribas-rosat/w/2496602?year=2020&price_id=30096868,Bodega Ribas,Ribas Rosat 2020,"4,0","€39,95",1727909338.8048344
/NL/nl/puro-rofe-mentidero/w/9474768?year=2021&price_id=34931559,Puro Rofe,Mentidero 2021,"3,8","€43,95",1727909338.8048344
/NL/nl/wine-wings-garnacha-rose/w/4746583?year=2019&price_id=33518186,Wine Wings,Garnacha Rosé 2019,"3,7","€20,90",1727909338.8058553
/NL/nl/cueva-del-chaman-rosado-syrah/w/8359676?year=2023&price_id=36008504,Cueva del Chamán,Rosado Syrah 2023,"4,0","€9,95",1727909338.8069367
/NL/nl/el-coto-garnacha-seleccion-vinedos/w/8732907?year=2023&price_id=36281161,El Coto,Garnacha Selección Viñedos 2023,"3,9","€11,17",1727909338.8069367
/NL/nl/bodegas-marques-de-caceres-excellens-rose/w/2202782?year=2023&price_id=36867166,Bodegas Marqués de Cáceres,Excellens Rosé 2023,"3,9","€9,95",1727909338.8089824
/NL/nl/bodegas-vilano-think-pink-rosado-ribera-del-duero/w/5664517?year=2023&price_id=35621954,Bodegas Vilano,Think Pink Rosado 2023,"4,1","€11,50",1727909338.8089824
/NL/nl/casa-rojo-haru/w/6347822?year=2022&price_id=32255121,Casa Rojo,Haru 2022,"4,0","€18,25",1727909338.8105936
/NL/nl/el-gourmet-rosalina-campo-de-borja/w/5508975?year=2023&price_id=36507434,El Gourmet,Rosalina 2023,"3,2","€8,93",1727909338.8111567
/NL/nl/celler-del-roure-les-prunes-les-filles-d-amalia-blanc-de-mando-comunitat-valenciana/w/6545671?year=2022&price_id=37130605,Celler del Roure,Les Prunes Les Filles d'Amàlia Blanc de Mandó 2022,"3,7","€15,75",1727909338.8121986
/NL/nl/clos-mogador-gratallops-priorat-rosat/w/12288015?year=2021&price_id=35317231,Clos Mogador,Gratallops Priorat Rosat 2021,"4,2","€39,95",1727909338.8142302
/NL/nl/sierra-cantabria-156664-rosado/w/3293066?year=2022&price_id=32700641,Sierra Cantabria,Rosado 2022,"3,7","€11,50",1727909338.8152487
/NL/nl/born-rose-barcelona-born-rose/w/7199750?year=2023&price_id=35691756,Born Rosé Barcelona,Born Rosé 2023,"4,0","€14,95",1727909338.8162637
/NL/nl/familia-torres-de-casta-rosado/w/2634?year=2023&price_id=36129977,Familia Torres,De Casta Rosado 2023,"3,7","€8,75",1727909338.8172927
/NL/nl/familia-torres-vina-esmeralda-rosado/w/4096075?year=2023&price_id=36930059,Familia Torres,Viña Esmeralda Rosado 2023,"4,0","€10,95",1727909338.8172927
/NL/nl/hammeken-cellars-mirada-organic-rose-la-mancha/w/9676287?year=2022&price_id=36135981,Hammeken Cellars,Mirada Organic Rosé 2022,"3,8","€18,19",1727909338.8183336
/NL/nl/bodega-de-liedena-liskar-rosado/w/9843739?year=2021&price_id=35911338,Bodega de Liédena,Liskar Rosado 2021,"3,6","€20,30",1727909338.8193889
/NL/nl/la-chita-iwazaru/w/10813827?year=2022&price_id=33682572,La Chita,Iwazaru 2022,"3,3","€6,95",1727909338.820417
/NL/nl/inurrieta-mediodia-rosado/w/2443822?year=2023&price_id=36281174,Inurrieta,Mediodía Rosado 2023,"3,7","€7,81",1727909338.8219247
/NL/nl/candidato-rosado/w/74438?year=2019&price_id=22222494,Candidato,Rosado 2019,"3,2","€8,95",1727909338.8219247
/NL/nl/sierra-cantabria-156664-xf-rosado/w/9399348?year=2023&price_id=35368517,Sierra Cantabria,XF Rosado 2023,"4,1","€25,85",1727909338.8241086
/NL/nl/castillo-de-mendoza-rosado-ecologico/w/7393716?year=2022&price_id=36601263,Castillo de Mendoza,Rosado Ecológico 2022,"3,8","€11,95",1727909338.8251383
/NL/nl/castillo-de-mendoza-rosado-ecologico/w/7393716?year=2019&price_id=36601262,Castillo de Mendoza,Rosado Ecológico 2019,"3,8","€10,95",1727909338.826159
/NL/nl/bodega-de-liedena-liskar-rosado/w/9843739?year=2020&price_id=26046926,Bodega de Liédena,Liskar Rosado 2020,"3,7","€20,30",1727909338.826159
/NL/nl/dominio-de-otero-tempranillo-rose/w/7428614?year=2022&price_id=33612400,Dominio de Otero,Tempranillo Rosé 2022,"3,6",€7,1727909338.8271685
/NL/nl/dominio-de-otero-tempranillo-rose/w/7428614?year=2023&price_id=36293640,Dominio de Otero,Tempranillo Rosé 2023,"3,6","€7,95",1727909338.8271685
/NL/nl/born-rose-barcelona-fivehundredthree/w/9735689?year=2020&price_id=32906252,Born Rosé Barcelona,503 2020,"4,1","€24,50",1727909338.8281922
/NL/nl/u-mes-u-dahlia-rosado/w/3847531?year=2022&price_id=32157345,U MES U,Dahlia Rosado 2022,"4,0","€14,50",1727909338.8281922
/NL/nl/es-vina-real-rioja-rosado/w/3614008?year=2023&price_id=36281172,Viña Real,Rioja Rosado 2023,"3,7","€10,05",1727909338.8292315
/NL/nl/bendito-destino-clarete/w/10941864?year=2021&price_id=33891889,Bendito Destino,Clarete 2021,"4,2","€73,10",1727909338.8307743
/NL/nl/marta-mate-rosado/w/5892782?year=2022&price_id=32995671,Marta Maté,Rosado 2022,"3,9","€21,50",1727909338.8323224
/NL/nl/familia-torres-natureo-syrah-cabernet-sauvignon-rosado/w/5311116?year=2022&price_id=34726774,Familia Torres,Natureo Syrah - Cabernet Sauvignon Rosado 2022,"3,3","€9,99",1727909338.833454
/NL/nl/rodriguez-de-vera-rosado/w/10912508?year=2022&price_id=36740954,Rodríguez de Vera,Rosado 2022,"4,0","€14,95",1727909338.8345942
/NL/nl/santo-cristo-flor-de-anon-rosado/w/6417504?year=2022&price_id=36394558,Santo Cristo,Flor de Añón Rosado 2022,"3,5","€5,95",1727909338.8357227
/NL/nl/oriol-artigas-cuvee-total/w/10582108?year=2020&price_id=32524552,Oriol Artigas,# Cuvée Total 2020,"3,9","€55,40",1727909338.8357227
/NL/nl/baron-de-ley-rioja-rosado/w/1149020?year=2023&price_id=36281213,Baron de Ley,Rioja Rosado 2023,"3,7","€7,25",1727909338.8378718
/NL/nl/autentico-utiel-requena-organic-rosado/w/8862258?year=2023&price_id=36775234,Autentico,Organic Rosado 2023,"3,5","€5,49",1727909338.8389535
/NL/nl/terra-remota-caminito/w/2385223?year=2021&price_id=30103231,Terra Remota,Caminito 2021,"3,9","€21,95",1727909338.8404996
/NL/nl/covinca-scoop-tempranillo-garnacha-rose/w/5296272?year=2018&price_id=23793798,Viña Oria,Tempranillo - Garnacha Rosé 2018,"3,4","€6,95",1727909338.8410223
/NL/nl/ribas-ribas-rosat/w/2496602?year=2023&price_id=36542908,Bodega Ribas,Ribas Rosat 2023,"3,8","€21,95",1727909338.8420877
/NL/nl/yuntero-mundo-de-yuntero-tempranillo-rosado/w/7735666?year=2020&price_id=28901478,Bodegas Yuntero,Mundo de Yuntero Tempranillo Rosado 2020,"3,3","€5,95",1727909338.8432016
/NL/nl/muga-flor-de-muga-rosado/w/5513425?year=2023&price_id=37046915,Muga,Flor de Muga Rosado 2023,"4,0","€24,49",1727909338.8443186
/NL/nl/vicente-gandia-pla-bobal-rosa/w/10629278?year=2023&price_id=35691745,Vicente Gandía,Bobal Rosa 2023,"4,0","€11,95",1727909338.8443186
/NL/nl/bodega-bravo-escos-bravo/w/9587590?year=2022&price_id=34372411,Bodega Bravo Escós,Bravo 2022,"3,5","€18,95",1727909338.8464665
/NL/nl/bio-nius-organic-bobal-rose/w/9842650?year=2023&price_id=35627907,Nius,Organic Bobal Rosé 2023,"3,7","€8,25",1727909338.8475237
/NL/nl/ostatu-rioja-rose/w/1606786?year=2023&price_id=35911681,Ostatu,Rioja Rosé 2023,"3,8",€13,1727909338.84854
/NL/nl/murviedro-audentia-cabernet-sauvignon-rose/w/7149664?year=2023&price_id=35548225,Murviedro,Audentia Cabernet Sauvignon Rosé 2023,"3,8","€7,95",1727909338.8496783
/NL/nl/pago-de-araiz-navarra-rosado/w/4588370?year=2022&price_id=35911449,Pagos de Aráiz,Navarra Rosado 2022,"3,7","€10,95",1727909338.8507864
/NL/nl/valenciso-rioja-rose/w/2717000?year=2022&price_id=35095697,VALENCISO,Rioja Rose 2022,"4,0","€23,25",1727909338.851917
/NL/nl/mesta-organic-tempranillo-rose/w/2342434?year=2023&price_id=35913929,Mesta,Organic Tempranillo Rosé 2023,"3,5","€5,22",1727909338.8530376
/NL/nl/soto-y-manrique-naranjas-azules-garnacha-rosado/w/2348849?year=2023&price_id=35890234,Soto y Manrique,Naranjas Azules Garnacha Rosado 2023,"3,6","€8,95",1727909338.8530376
/NL/nl/bodegas-faustino-v-rosado/w/1310185?year=2023&price_id=35500952,Bodegas Faustino,V Rosado 2023,"3,4","€7,65",1727909338.8552816
/NL/nl/bodegas-valdemar-conde-de-valdemar-rosado/w/1815410?year=2023&price_id=36160593,Bodegas Valdemar,Conde de Valdemar Rosado 2023,"3,6",€9,1727909338.8573503
/NL/nl/bach-29524-vina-extrisima-rosado/w/1212630?year=2023&price_id=35500955,Bach,Viña Extrísima Rosado 2023,"3,4","€9,14",1727909338.858479
/NL/nl/vinas-del-vero-luces-tempranillo-merlot-syrah-rosado/w/3303841?year=2023&price_id=35883350,Viñas del Vero,Luces Tempranillo - Merlot - Syrah Rosado 2023,"3,5","€6,26",1727909338.8596175
/NL/nl/sierra-cantabria-156664-rosado/w/3293066?year=2023&price_id=35506714,Sierra Cantabria,Rosado 2023,"3,7","€9,29",1727909338.8613586
/NL/nl/dominio-de-eguren-protocolo-rosado/w/9398?year=2022&price_id=34306516,Dominio de Eguren,Protocolo Rosado 2022,"3,5","€8,30",1727909338.861865
/NL/nl/es-macia-batle-rosado/w/77639?year=2023&price_id=35774250,Macià Batle,Rosado 2023,"3,7","€10,42",1727909338.8638906
/NL/nl/muga-muga-rosado/w/7490?year=2021&price_id=31617798,Muga,Muga Rosado 2021,"3,9","€11,90",1727909338.8649175
/NL/nl/bodegas-franco-espanolas-diamante-semi-dulce-rosado/w/1100361?year=2019&price_id=21748976,Bodegas Franco-Españolas,Diamante Semi-Dulce Rosado 2019,"3,7","€6,95",1727909338.8660462
/NL/nl/celler-de-capcanes-mas-donis-rosat-montsant/w/1658874?year=2023&price_id=36573793,Celler de Capçanes,Mas Donis Rosat Montsant 2023,"3,5","€7,60",1727909338.8671784
/NL/nl/familia-torres-mas-rabell-rosado/w/26034?year=2023&price_id=36540081,Familia Torres,Mas Rabell Rosado 2023,"3,7","€7,42",1727909338.8682635
/NL/nl/ramon-bilbao-rioja-rosado/w/1251649?year=2021&price_id=35355797,Ramón Bilbao,Rioja Rosado 2021,"3,8","€8,30",1727909338.869441
/NL/nl/castillo-de-maetierra-libalis-rose/w/99083?year=2023&price_id=36927032,Castillo de Maetierra,Libalis Rosé 2023,"3,6","€11,22",1727909338.8719168
/NL/nl/ramon-bilbao-lalomba-rosado/w/4581119?year=2022&price_id=33444995,Ramón Bilbao,LaLomba Rosado 2022,"3,9","€30,98",1727909338.8729548
/NL/nl/es-iniesta-corazon-loco-rosado/w/1836150?year=2023&price_id=36706360,Bodega Iniesta,Corazón Loco Rosado 2023,"3,2","€12,26",1727909338.8750446
/NL/nl/rene-barbier-tradicion-rosado/w/65774?year=2022&price_id=34497762,René Barbier,Tradición Rosado 2022,"3,1","€8,68",1727909338.8761728
/NL/nl/dominio-dostares-tombu-prieto-picudo/w/1231561?year=2023&price_id=36283256,Dominio Dostares,Tombú Prieto Picudo 2023,"3,6","€9,40",1727909338.8772924
/NL/nl/castillo-perelada-emporda-jardins-rose/w/1660465?year=2022&price_id=31484802,Castillo Perelada,Empordà Jardins Rosé 2022,"3,4","€11,16",1727909338.8784187
/NL/nl/castell-miquel-stairway-to-heaven-rosado/w/1197284?year=2023&price_id=35412954,Castell Miquel,Stairway To Heaven Rosado 2023,"3,9","€16,26",1727909338.8794873
/NL/nl/frisach-les-alifares/w/7421039?year=2022&price_id=35571596,Celler Frisach,Les Alifares 2022,"3,9","€21,10",1727909338.8810005
/NL/nl/chivite-comunidad-foral-de-navarra-navarra-coleccion-125-rosado/w/1183390?year=2022&price_id=36021612,Chivite,Navarra Coleccion 125 Rosado 2022,"4,1","€27,10",1727909338.8815053
/NL/nl/ramon-canals-canals-fragancia-de-marta/w/4422694?year=2023&price_id=36334514,Canals Canals,Fragància de Marta 2023,"4,2","€10,90",1727909338.88263
/NL/nl/bodegas-castelo-de-medina-castelo-rose/w/1611355?year=2023&price_id=35510439,Bodegas Castelo de Medina,Castelo Rosé 2023,"3,7","€8,80",1727909338.8837533
/NL/nl/bodega-otazu-otazu-tempranillo-rose/w/4851821?year=2022&price_id=33698717,Bodega Otazu,Otazu Tempranillo Rosé 2022,"3,8","€10,10",1727909338.885947
/NL/nl/pago-de-araiz-navarra-rosado/w/4588370?year=2023&price_id=35232830,Pagos de Aráiz,Navarra Rosado 2023,"3,7","€8,50",1727909338.8870685
/NL/nl/vergel-family-rose/w/1376110?year=2022&price_id=36577798,Vergel,Rosado 2022,"3,6","€6,69",1727909338.8891435
/NL/nl/avgvstvs-rosat/w/2528968?year=2022&price_id=33142201,Avgvstvs,Rosat 2022,"3,7","€12,73",1727909338.8901596
/NL/nl/huerta-de-albala-barbazul-rosado/w/1978024?year=2023&price_id=36443229,Huerta de Albala,Barbazul Rosado 2023,"3,7","€10,10",1727909338.891194
/NL/nl/acustic-celler-acustic-rosat/w/1913620?year=2023&price_id=35023694,Acustic Celler,Acústic Rosat 2023,"3,8","€11,20",1727909338.8922627
/NL/nl/vinas-del-vero-tempranillo-cabernet-sauvignon-rosado/w/1699180?year=2023&price_id=36775157,Viñas del Vero,Tempranillo - Cabernet Sauvignon Rosado 2023,"3,3","€7,29",1727909338.893326
/NL/nl/es-laus-rosado/w/2618149?year=2023&price_id=35347802,Laus,Rosado 2023,"3,6","€5,65",1727909338.8943777
/NL/nl/can-rafols-dels-caus-petit-caus-rosat/w/2391652?year=2022&price_id=32679213,Can Ràfols dels Caus,Petit Caus Rosat 2022,"3,4","€13,31",1727909338.8954275
/NL/nl/raul-perez-los-arrotos-del-pendon-rosado/w/9719527?year=2023&price_id=36110452,Raúl Pérez,Los Arrotos del Pendón Rosado 2023,"3,8","€9,35",1727909338.8964765
/NL/nl/nekeas-rosado-de-lagrima/w/95431?year=2023&price_id=35143309,Bodegas Nekeas,Rosado de Lágrima 2023,"3,3",€7,1727909338.898539
/NL/nl/familia-torres-vina-esmeralda-rosado/w/4096075?year=2022&price_id=35536004,Familia Torres,Viña Esmeralda Rosado 2022,"3,8","€6,99",1727909338.900594
/NL/nl/enate-cabernet-sauvignon-rosado/w/1829739?year=2021&price_id=33564196,Enate,Cabernet Sauvignon Rosado 2021,"4,0","€10,95",1727909338.9011018
/NL/nl/el-paso-del-lazo-tempranillo-rose/w/4807864?year=2023&price_id=35586047,El Paso del Lazo,Tempranillo Rosé 2023,"3,3","€4,95",1727909338.9021058
/NL/nl/altanza-rosado/w/22137?year=2022&price_id=32911200,Altanza,Rosado 2022,"3,6","€11,23",1727909338.904187
/NL/nl/torre-oria-mare-meua-pinot-noir/w/9863007?year=2023&price_id=36082230,Torre Oria,Mare Meua Pinot Noir 2023,"3,7","€5,95",1727909338.9072804
/NL/nl/gramona-mart-xarel-lo-vermell-penedes/w/5645872?year=2022&price_id=31740856,Gramona,Mart Xarel-lo Vermell 2022,"4,1","€17,57",1727909338.9083169
/NL/nl/barbara-fores-rosat/w/2286010?year=2023&price_id=36377809,Bàrbara Forés,Rosat 2023,"3,5","€9,20",1727909338.9103746
/NL/nl/inurrieta-coral-rosado-comunidad-foral-de-navarra-rose-wine/w/5593354?year=2023&price_id=36620988,Inurrieta,Coral Rosado 2023,"3,7","€7,15",1727909338.9114318
/NL/nl/familia-torres-de-casta-rosado/w/2634?year=2022&price_id=32408629,Familia Torres,De Casta Rosado 2022,"3,5","€9,33",1727909338.9135277
/NL/nl/nuviana-veranza-cabernet-sauvignon-tempranillo-rosado/w/1272678?year=2022&price_id=34567915,Nuviana,Veranza Cabernet Sauvignon - Tempranillo Rosado 2022,"3,2","€4,90",1727909338.914546
/NL/nl/vinas-de-miedes-viejas-garnacha-rosado/w/4191161?year=2023&price_id=36032163,Miedes,Garnacha Rosado 2023,"3,4","€5,90",1727909338.915623
/NL/nl/celler-de-capcanes-peraj-petita-rosat-montsant/w/1892928?year=2023&price_id=37074133,Celler de Capçanes,Peraj Petita Rosat Montsant 2023,"3,7","€11,95",1727909338.9166336
/NL/nl/piedemonte-garnacha-rosado-comunidad-foral-de-navarra/w/7572753?year=2023&price_id=36856120,Bodegas Piedemonte,Garnacha Rosado 2023,"3,4","€7,25",1727909338.9176512
/NL/nl/pardevalles-prieto-picudo-rosado/w/4088554?year=2023&price_id=35965485,Pardevalles,Prieto Picudo Rosado 2023,"3,7","€8,30",1727909338.9186804
/NL/nl/ramon-roqueta-cabernet-sauvignon-garnacha-rosado/w/1160091?year=2023&price_id=35898420,Ramón Roqueta,Cabernet Sauvignon - Garnacha Rosado 2023,"3,3","€7,95",1727909338.920767
