"Timestamp","hyperlink","WineID","Brand","Wine","Year","Category","Price","Rating","ReviewCount"
"2024-10-05","/NL/nl/honoro-vera-irreverent-red-blend/w/4915333?year=2021&price_id=35888035",4915333,"Honoro Vera","Irreverent Red Blend 2021",2021,"Red",9.95,3.7,51
"2024-10-05","/NL/nl/valdovinos-seleccion-roble-somontano/w/10371044?year=2019&price_id=34035594",10371044,"Valdovinos","Selección Roble 2019",2019,"Red",9.95,3.6,41
"2024-10-05","/NL/nl/chozas-carrascal-bayas-tinto/w/9555279?year=2020&price_id=32427724",9555279,"Chozas Carrascal","Bayas Tinto 2020",2020,"Red",9.95,3.7,30
"2024-10-05","/NL/nl/penaranda-ribera-del-duero/w/7673443?year=2022&price_id=36945510",7673443,"Castillo de Penaranda","Ribera del Duero 2022",2022,"Red",9.95,3.5,121
"2024-10-05","/NL/nl/bodega-campo-eliseo-campesino/w/1574516?year=2020&price_id=35187091",1574516,"Bodega Campo Eliseo","Campesino 2020",2020,"Red",9.95,3.9,108
"2024-10-05","/NL/nl/la-cepa-de-pelayo-ole-de-aromas-bobal/w/7478741?year=2018&price_id=22290781",7478741,"La Cepa de Pelayo","Ole de Aromas Bobal 2018",2018,"Red",9.95,3.5,150
"2024-10-05","/NL/nl/bodegas-albero-isabella-bobal/w/5600727?year=2022&price_id=35084506",5600727,"Bodegas Albero","Isabella Bobal 2022",2022,"Red",9.95,3.9,843
"2024-10-05","/NL/nl/honoro-vera-irreverent-red-blend/w/4915333?year=2020&price_id=31774728",4915333,"Honoro Vera","Irreverent Red Blend 2020",2020,"Red",9.95,3.6,90
"2024-10-05","/NL/nl/bodegas-principe-de-viana-crianza/w/1561396?year=2020&price_id=35033295",1561396,"Bodegas Príncipe de Viana","Crianza 2020",2020,"Red",9.95,3.3,2676
"2024-10-05","/NL/nl/tinedo-cala-n-1/w/1142515?year=2019&price_id=29777490",1142515,"Tinedo","Cala N.1 2019",2019,"Red",9.95,3.6,25
"2024-10-05","/NL/nl/dominio-de-punctum-syrah/w/1178828?year=2022&price_id=35334243",1178828,"Dominio de Punctum","Syrah 2022",2022,"Red",9.95,3.5,395
"2024-10-05","/NL/nl/juan-gil-salto-de-rana-ecologico/w/12163461?year=2022&price_id=35888061",12163461,"Juan Gil","Salto de Rana Ecológico 2022",2022,"Red",9.95,3.4,27
"2024-10-05","/NL/nl/covinca-scoop-gran-reserva/w/1839293?year=2016&price_id=35456072",1839293,"Viña Oria","Gran Reserva 2016",2016,"Red",9.95,3.6,724
"2024-10-05","/NL/nl/dominio-de-punctum-tempranillo-petit-verdot/w/4690317?year=2022&price_id=34958760",4690317,"Dominio de Punctum","Tempranillo - Petit Verdot 2022",2022,"Red",9.95,3.5,262
"2024-10-05","/NL/nl/conesa-vina-consolacion-roble/w/9047724?year=2022&price_id=35476880",9047724,"Familia Conesa","Viña Consolación Roble 2022",2022,"Red",9.95,3.8,127
"2024-10-05","/NL/nl/cueva-del-chaman-garnacha-tintorera/w/7136417?year=2023&price_id=35301120",7136417,"Cueva del Chamán","Garnacha Tintorera 2023",2023,"Red",9.95,3.7,397
"2024-10-05","/NL/nl/marques-de-riscal-proximo-rioja/w/1582441?year=2020&price_id=35896195",1582441,"Marqués de Riscal","Próximo Rioja 2020",2020,"Red",9.95,3.7,17837
"2024-10-05","/NL/nl/murviedro-galeam-monastrell/w/7090350?year=2020&price_id=31698195",7090350,"Murviedro","Galeam Monastrell 2020",2020,"Red",9.95,3.8,47
"2024-10-05","/NL/nl/marco-real-comunidad-foral-de-navarra-tempranillo-cabernet-sauvignon/w/1473534?year=2018&price_id=34035671",1473534,"Marco Real","Crianza 2018",2018,"Red",9.95,3.5,221
"2024-10-05","/NL/nl/bodegas-piqueras-sa-el-abuelo-de-piqueras-reserva-almansa/w/5919503?year=2020&price_id=35190054",5919503,"Bodegas Piqueras","El Abuelo de Piqueras Reserva 2020",2020,"Red",9.95,4.1,253
"2024-10-05","/NL/nl/sueo-la-mordida-tempranillo/w/5959635?year=2021&price_id=34897786",5959635,"Bodega La Magdalena","La Mordida Tempranillo 2021",2021,"Red",9.95,3.9,351
"2024-10-05","/NL/nl/realce-syrah/w/3918086?year=2018&price_id=25252813",3918086,"Realce","Syrah 2018",2018,"Red",9.95,3,59
"2024-10-05","/NL/nl/el-castilla-syrah/w/5915719?year=2021&price_id=30925139",5915719,"El Castilla","Syrah 2021",2021,"Red",9.93,3.9,1044
"2024-10-05","/NL/nl/heredad-moran-lopez-heredad-26-mencia/w/8479012?year=2021&price_id=36134074",8479012,"Heredad Morán & López","Heredad 26 Mencia 2021",2021,"Red",9.9,3.8,77
"2024-10-05","/NL/nl/honoro-vera-organic-monastrell/w/2141257?year=2021&price_id=36601261",2141257,"Honoro Vera","Organic Monastrell 2021",2021,"Red",9.9,3.8,165
"2024-10-05","/NL/nl/honoro-vera-garnacha/w/1196853?year=2021&price_id=36601244",1196853,"Honoro Vera","Garnacha 2021",2021,"Red",9.9,3.8,799
"2024-10-05","/NL/nl/dominio-de-eguren-codice/w/9399?year=2021&price_id=35368515",9399,"Dominio de Eguren","Códice 2021",2021,"Red",9.9,3.4,60
"2024-10-05","/NL/nl/es-coloma-cuvee/w/1231076?year=2020&price_id=36601236",1231076,"Coloma","Cuvée 2020",2020,"Red",9.9,3.5,204
"2024-10-05","/NL/nl/juan-gil-jumilla-yellow-label/w/1134571?year=2021&price_id=34755178",1134571,"Juan Gil","Jumilla Yellow Label 2021",2021,"Red",9.89,3.8,963
"2024-10-05","/NL/nl/juan-gil-jumilla-yellow-label/w/1134571?year=2022&price_id=36739594",1134571,"Juan Gil","Jumilla Yellow Label 2022",2022,"Red",9.85,3.9,359
"2024-10-05","/NL/nl/es-coloma-dama-de-torre-garnacha-tintorera/w/3791477?year=2018&price_id=25223202",3791477,"Coloma","Dama de Torre Garnacha Tintorera 2018",2018,"Red",9.75,4,111
"2024-10-05","/NL/nl/valdelacierva-crianza/w/1764244?year=2018&price_id=32616911",1764244,"Valdelacierva","Crianza 2018",2018,"Red",9.75,3.9,36
"2024-10-05","/NL/nl/can-blau-el-nen-del-celler/w/11989216?year=2021&price_id=34534463",11989216,"Can Blau","El Nen del Celler 2021",2021,"Red",9.75,3.6,55
"2024-10-05","/NL/nl/azul-y-garanza-abril/w/1176487?year=2022&price_id=36481248",1176487,"Azul y Garanza","Abril 2022",2022,"Red",9.75,3.5,777
"2024-10-05","/NL/nl/atalaya-almansa-laya/w/1193347?year=2022&price_id=34521355",1193347,"Atalaya","Laya 2022",2022,"Red",9.75,3.9,668
"2024-10-05","/NL/nl/camina-roble/w/3982178?year=2022&price_id=34009674",3982178,"Camina","Roble 2022",2022,"Red",9.74,3.4,564
"2024-10-05","/NL/nl/es-coloma-dama-de-torre-graciano/w/1423858?year=2019&price_id=37224057",1423858,"Coloma","Dama de Torre Graciano 2019",2019,"Red",9.5,3.7,30
"2024-10-05","/NL/nl/win-tempranillo-de-alcoholised/w/4410652?price_id=24374126",4410652,"Win","Tempranillo De-alcoholised N.V.",NA,"Red",9.5,2.6,250
"2024-10-05","/NL/nl/bodegas-piqueras-sa-marius-single-vineyard-monastrell/w/6750339?year=2018&price_id=32703201",6750339,"Bodegas Piqueras","Marius Single Vineyard Monastrell 2018",2018,"Red",9.5,3.7,47
"2024-10-05","/NL/nl/azul-y-garanza-abril/w/1176487?year=2021&price_id=36231322",1176487,"Azul y Garanza","Abril 2021",2021,"Red",9.5,3.5,777
"2024-10-05","/NL/nl/es-laus-garnacha-tinta/w/11638834?year=2021&price_id=35225781",11638834,"Laus","Garnacha tinta 2021",2021,"Red",9.5,3.6,29
"2024-10-05","/NL/nl/el-castilla-syrah/w/5915719?year=2022&price_id=36848871",5915719,"El Castilla","Syrah 2022",2022,"Red",9.5,4,71
"2024-10-05","/NL/nl/ramirez-crianza/w/1726555?year=2018&price_id=25255309",1726555,"Ramirez de la Piscina","Crianza 2018",2018,"Red",9.5,3.8,520
"2024-10-05","/NL/nl/el-castilla-monastrell/w/10497799?year=2021&price_id=34011939",10497799,"El Castilla","Monastrell 2021",2021,"Red",9.5,4.1,71
"2024-10-05","/NL/nl/hacienda-el-espino-garnacha-tintorera-organic/w/8721094?year=2020&price_id=26343322",8721094,"Hacienda El Espino","Garnacha Tintorera Organic 2020",2020,"Red",9.5,3.3,385
"2024-10-05","/NL/nl/marques-de-reinosa-rioja-crianza-cecios/w/1796557?year=2018&price_id=34035688",1796557,"Marqués de Reinosa","Rioja Crianza Cecios 2018",2018,"Red",9.45,3.8,39
"2024-10-05","/NL/nl/con-un-par-monastrell-petit-verdot/w/5475345?year=2021&price_id=31751858",5475345,"Con un Par","Monastrell - Petit Verdot 2021",2021,"Red",9.39,3.5,2891
"2024-10-05","/NL/nl/bio-nius-nius-de-nada/w/6732007?year=2022&price_id=34854373",6732007,"Nius","Nius de Nada 2022",2022,"Red",9.25,4.1,457
"2024-10-05","/NL/nl/intruso-monastrell/w/2147933?year=2022&price_id=34872355",2147933,"Intruso","Monastrell 2022",2022,"Red",9.25,3.7,1310
"2024-10-05","/NL/nl/inurrieta-sur-roble/w/1680662?year=2022&price_id=34933048",1680662,"Inurrieta","Sur Roble 2022",2022,"Red",9.25,3.6,32
"2024-10-05","/NL/nl/bodegas-y-vinedos-valderiz-sl-valdehermoso-joven/w/1155142?year=2023&price_id=36323954",1155142,"Valderiz","Valdehermoso Joven 2023",2023,"Red",9.25,3.5,1592
"2024-10-05","/NL/nl/viento-aliseo-tempranillo-petit-verdot/w/1895864?year=2021&price_id=31872599",1895864,"Viento Aliseo","Tempranillo - Petit Verdot 2021",2021,"Red",9.25,3.6,542
"2024-10-05","/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2022&price_id=35895785",2568897,"Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2022",2022,"Red",9.2,3.8,121
"2024-10-05","/NL/nl/piedemonte-cuatro-tierras/w/5523872?year=2020&price_id=35682187",5523872,"Bodegas Piedemonte","Cuatro Tierras 2020",2020,"Red",8.99,3.5,94
"2024-10-05","/NL/nl/javier-asensio-crianza/w/2138166?year=2019&price_id=35398614",2138166,"Javier Asensio","Crianza 2019",2019,"Red",8.99,3.4,327
"2024-10-05","/NL/nl/bodegas-vilano-roble/w/1378916?year=2022&price_id=34319068",1378916,"Bodegas Vilano","Roble 2022",2022,"Red",9.99,4,213
"2024-10-05","/NL/nl/bodegas-vilano-full-flap-red-blend/w/10517146?year=2021&price_id=34556806",10517146,"Bodegas Vilano","Full Flap Red Blend 2021",2021,"Red",10.95,4,159
"2024-10-05","/NL/nl/candidato-tempranillo/w/74440?year=2018&price_id=20548209",74440,"Candidato","Tempranillo 2018",2018,"Red",8.95,3.3,275
"2024-10-05","/NL/nl/mas-codina-negre/w/7447679?year=2019&price_id=30133884",7447679,"Mas Codina","Negre 2019",2019,"Red",8.95,3.6,83
"2024-10-05","/NL/nl/mirabueno-organic-special-blend-tinto/w/4925420?year=2020&price_id=24816587",4925420,"Mirabueno","Organic Special Blend Tinto 2020",2020,"Red",8.95,3.4,121
"2024-10-05","/NL/nl/nubori-rumbon-crianza/w/7474495?year=2020&price_id=35898107",7474495,"Nubori","Rumbón Crianza 2020",2020,"Red",8.95,4,79
"2024-10-05","/NL/nl/bodegas-principe-de-viana-coleccion-monovarietales-tempranillo-roble/w/4611595?year=2020&price_id=29592827",4611595,"Bodegas Príncipe de Viana","Colección Monovarietales Tempranillo Roble 2020",2020,"Red",8.95,3.5,398
"2024-10-05","/NL/nl/clave-de-sol-garnacha-syrah/w/4922603?year=2019&price_id=30133883",4922603,"Clave de Sol","Garnacha - Syrah 2019",2019,"Red",8.95,3.2,102
"2024-10-05","/NL/nl/murviedro-audentia-reserva-hfb32/w/6506072?year=2019&price_id=37018415",6506072,"Murviedro","Audentia Reserva 2019",2019,"Red",8.95,3.7,338
"2024-10-05","/NL/nl/tinedo-ja/w/1391595?year=2023&price_id=35074144",1391595,"Tinedo","Ja! 2023",2023,"Red",8.95,3.6,3002
"2024-10-05","/NL/nl/nebla-garnacha/w/3246999?year=2021&price_id=34678856",3246999,"Nebla","Garnacha 2021",2021,"Red",8.95,3.7,62
"2024-10-05","/NL/nl/juan-gil-pedrera-alta-jumilla/w/5252290?year=2022&price_id=35887967",5252290,"Juan Gil","Pedrera Alta Jumilla 2022",2022,"Red",8.95,3.7,183
"2024-10-05","/NL/nl/terra-linda-syrah/w/5912258?year=2023&price_id=36710985",5912258,"Terra Linda","Syrah 2023",2023,"Red",9.95,4.1,60
"2024-10-05","/NL/nl/dehesa-el-carrascal-barrica-21-ag/w/9928403?year=2020&price_id=29219401",9928403,"Dehesa El Carrascal","Barrica 21 AG 2020",2020,"Red",8.95,3.7,44
"2024-10-05","/NL/nl/pacheco-garnacha-xa846/w/6590454?year=2019&price_id=28360800",6590454,"Pacheco","Garnacha 2019",2019,"Red",8.95,3.5,69
"2024-10-05","/NL/nl/dominio-de-longaz-garnacha/w/3607283?year=2017&price_id=30975026",3607283,"Dominio de Longaz","Longaz Garnacha 2017",2017,"Red",8.95,3.6,74
"2024-10-05","/NL/nl/la-vina-del-bululu-granitic-soils/w/6148739?year=2020&price_id=36135979",6148739,"La Vina del Bululu","Granitic Soils 2020",2020,"Red",8.95,3.6,287
"2024-10-05","/NL/nl/bodegas-principe-de-viana-garnacha/w/1882753?year=2020&price_id=29171053",1882753,"Bodegas Príncipe de Viana","Garnacha 2020",2020,"Red",8.95,3.4,65
"2024-10-05","/NL/nl/bodegas-picos-gregoriano-roble/w/1837623?year=2021&price_id=34853127",1837623,"Bodega Picos","Gregoriano Roble 2021",2021,"Red",8.95,4,52
"2024-10-05","/NL/nl/familia-montana-finca-la-valentina-montana-crianza/w/7763502?year=2019&price_id=34399324",7763502,"Familia Montaña","Finca La Valentina Montaña Crianza 2019",2019,"Red",8.95,3.7,58
"2024-10-05","/NL/nl/vinicola-riojana-de-alcanadre-tinto/w/1500052?year=2022&price_id=34439877",1500052,"Bodegas Aradon","Tinto 2022",2022,"Red",8.95,3.6,25
"2024-10-05","/NL/nl/murviedro-audentia-reserva-hfb32/w/6506072?year=2017&price_id=34204798",6506072,"Murviedro","Audentia Reserva 2017",2017,"Red",8.95,3.6,37
"2024-10-05","/NL/nl/raiza-altos-de-raiza/w/1165877?year=2018&price_id=36956922",1165877,"Raiza","Altos de Raiza 2018",2018,"Red",8.95,3.6,88
"2024-10-05","/NL/nl/bodegas-sophia-galo-mendez-rioja-tinto/w/6832994?year=2022&price_id=37098109",6832994,"Bodegas Sophia Galo-Mendez","Rioja Tinto 2022",2022,"Red",8.95,3.8,181
"2024-10-05","/NL/nl/beefsteak-club-beef-liberty-old-vines-tempranillo-castilla-la-mancha/w/5600608?year=2020&price_id=31717138",5600608,"The Beefsteak Club","Beef & Liberty Old vines Tempranillo 2020",2020,"Red",8.95,3.6,105
"2024-10-05","/NL/nl/lagravera-laltre/w/1945130?year=2021&price_id=32628611",1945130,"Lagravera","Laltre 2021",2021,"Red",8.95,3.7,149
"2024-10-05","/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2023&price_id=37227292",2568897,"Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2023",2023,"Red",8.75,3.6,4231
"2024-10-05","/NL/nl/pago-de-cirsus-oak-aged-red-blend/w/1169553?year=2021&price_id=31249578",1169553,"Pago de Cirsus","Oak Aged Red Blend 2021",2021,"Red",8.75,3.8,259
"2024-10-05","/NL/nl/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2021&price_id=31440035",2568897,"Telmo Rodriguez","Al-Muvedre Tinto Monastrell 2021",2021,"Red",8.7,3.7,190
"2024-10-05","/NL/nl/ardales-barrel-aged-graciano-merlot/w/6145361?year=2022&price_id=33522096",6145361,"Ardales","Barrel Aged Graciano - Merlot 2022",2022,"Red",8.65,3.1,235
"2024-10-05","/NL/nl/vicente-gandia-pla-uva-pirata-garnacha-tintorera/w/10571454?year=2021&price_id=34978286",10571454,"Vicente Gandía","Uva Pirata Garnacha Tintorera 2021",2021,"Red",8.5,3.7,115
"2024-10-05","/NL/nl/clos-montblanc-proyecto-cu4tro-tinto/w/16138?year=2022&price_id=36709877",16138,"Clos Montblanc","Proyecto Cu4tro Tinto 2022",2022,"Red",8.5,3.6,51
"2024-10-05","/NL/nl/reino-de-altuzarra-tinto/w/4580987?year=2021&price_id=31977874",4580987,"Reino de Altuzarra","Tinto 2021",2021,"Red",8.5,3.6,130
"2024-10-05","/NL/nl/covila-ii-crianza/w/1164116?year=2020&price_id=35435932",1164116,"Covila","II Crianza 2020",2020,"Red",8.5,4.1,80
"2024-10-05","/NL/nl/bodegas-care-tinto-sobre-lias-garnacha-syrah/w/7472718?year=2023&price_id=35936802",7472718,"Bodegas Care","Tinto Sobre Lías Garnacha - Syrah 2023",2023,"Red",8.5,3.9,4465
"2024-10-05","/NL/nl/agora-winery-maceracion-carbonica-tempranillo-castilla-la-mancha/w/1916317?year=2022&price_id=33290716",1916317,"Ágora","Maceración Carbónica Tempranillo 2022",2022,"Red",8.5,3.6,98
"2024-10-05","/NL/nl/borsao-bodegas-seleccion/w/1136710?year=2022&price_id=36557997",1136710,"Borsao Bodegas","Selección 2022",2022,"Red",8.5,3.7,278
"2024-10-05","/NL/nl/azul-y-garanza-fiesta/w/1220826?year=2022&price_id=36481247",1220826,"Azul y Garanza","Fiesta 2022",2022,"Red",8.5,3.3,818
"2024-10-05","/NL/nl/felix-solis-the-guv-nor-valdepenas/w/5445838?price_id=33162716",5445838,"Félix Solís","The Guv’nor N.V.",NA,"Red",8.5,4,22071
"2024-10-05","/NL/nl/finca-fabian-tempranillo/w/4778716?year=2023&price_id=35941353",4778716,"Finca Fabian","Tempranillo 2023",2023,"Red",8.5,3.4,1215
"2024-10-05","/NL/nl/casa-lluch-tempranillo/w/3011147?year=2023&price_id=35838411",3011147,"Casa Lluch","Tempranillo 2023",2023,"Red",8.49,3.6,327
"2024-10-05","/NL/nl/nebla-garnacha/w/3246999?year=2022&price_id=37233226",3246999,"Nebla","Garnacha 2022",2022,"Red",8.45,3.7,1231
"2024-10-05","/NL/nl/tierras-y-vinas-gran-dominio-crianza/w/1206224?year=2020&price_id=36957763",1206224,"Tierras y Viñas","Gran Dominio Crianza 2020",2020,"Red",8.39,3.7,42
"2024-10-05","/NL/nl/felix-solis-kingpin/w/7657778?price_id=35074148",7657778,"Félix Solís","Kingpin N.V.",NA,"Red",9.95,4,8027
"2024-10-05","/NL/nl/lacrimus-vendimia-seleccionada-tempranillo/w/2657772?year=2021&price_id=36149340",2657772,"Lacrimus","Vendimia Seleccionada Tempranillo 2021",2021,"Red",9.3,3.5,490
"2024-10-05","/NL/nl/septimo-sentido-tempranillo/w/3780395?year=2022&price_id=36848618",3780395,"Séptimo Sentido","Tempranillo 2022",2022,"Red",8.25,3.6,59
"2024-10-05","/NL/nl/familia-torres-sangre-de-toro/w/1385210?year=2021&price_id=34716765",1385210,"Familia Torres","Sangre de Toro 2021",2021,"Red",8.25,3.6,165
"2024-10-05","/NL/nl/dominio-de-eguren-protocolo-organic-tempranillo-castilla-la-mancha/w/5990837?year=2020&price_id=29467632",5990837,"Dominio de Eguren","Protocolo Organic Tempranillo 2020",2020,"Red",8.1,3.6,167
"2024-10-05","/NL/nl/vega-del-castillo-ujue-garnacha/w/6978391?year=2022&price_id=34350622",6978391,"Vega del Castillo","Ujue Garnacha 2022",2022,"Red",8,3.3,2993
"2024-10-05","/NL/nl/alboca-tinto/w/4854826?year=2020&price_id=33317160",4854826,"Alboca","Tinto 2020",2020,"Red",7.99,3.4,170
"2024-10-05","/NL/nl/murviedro-audentia-crianza/w/8095307?year=2018&price_id=30519236",8095307,"Murviedro","Audentia Crianza 2018",2018,"Red",7.95,3.8,64
"2024-10-05","/NL/nl/santo-cristo-vina-ainzon-reserva/w/1317205?year=2019&price_id=35097223",1317205,"Santo Cristo","Viña Ainzón Reserva 2019",2019,"Red",7.95,3.5,139
"2024-10-05","/NL/nl/finca-fabian-tempranillo/w/4778716?year=2021&price_id=30814170",4778716,"Finca Fabian","Tempranillo 2021",2021,"Red",7.95,3.4,1215
"2024-10-05","/NL/nl/la-sastreria-garnacha-roble/w/2811594?year=2023&price_id=37006918",2811594,"La Sastrería","Garnacha Roble 2023",2023,"Red",7.95,3.8,68
"2024-10-05","/NL/nl/santo-cristo-vina-ainzon-reserva/w/1317205?year=2018&price_id=30896761",1317205,"Santo Cristo","Viña Ainzón Reserva 2018",2018,"Red",7.95,3.5,139
"2024-10-05","/NL/nl/bodegas-bocopa-alcanta-merseguera-macabeo/w/9821481?year=2020&price_id=33540552",9821481,"Bocopa","Alcanta Merseguera-Macabeo 2020",2020,"Red",7.95,3.2,64
"2024-10-05","/NL/nl/covinca-scoop-tempranillo/w/1676979?year=2021&price_id=33428033",1676979,"Viña Oria","Tempranillo 2021",2021,"Red",7.95,3.4,36
"2024-10-05","/NL/nl/aldeya-garnacha/w/1286987?year=2021&price_id=30221372",1286987,"Aldeya","Garnacha 2021",2021,"Red",7.95,3.6,81
"2024-10-05","/NL/nl/seoro-de-iniesta-tempranillo/w/1555321?year=2022&price_id=34953700",1555321,"Señorío de Iniesta","Tempranillo 2022",2022,"Red",7.95,3.4,245
"2024-10-05","/NL/nl/bodegas-care-trio-red-blend-carinena-red-wine-v-q8nvt/w/6213594?year=2020&price_id=26398610",6213594,"Bodegas Care","Trio Red Blend 2020",2020,"Red",7.95,3.7,275
"2024-10-05","/NL/nl/murviedro-audentia-crianza/w/8095307?year=2020&price_id=37018414",8095307,"Murviedro","Audentia Crianza 2020",2020,"Red",7.95,3.8,64
"2024-10-05","/NL/nl/borsao-bodegas-clasico-garnacha-campo-de-borja/w/5889525?year=2022&price_id=35888064",5889525,"Borsao Bodegas","Clásico Garnacha 2022",2022,"Red",7.95,3.7,159
"2024-10-05","/NL/nl/arrio-tempranillo/w/4852297?year=2022&price_id=36709924",4852297,"Qvinto Arrio","Tempranillo 2022",2022,"Red",7.95,3.4,336
"2024-10-05","/NL/nl/bodegas-aragonesas-don-ramon-perez-juan/w/1209170?year=2021&price_id=37081883",1209170,"Bodegas Aragonesas","Don Ramón Pérez Juan 2021",2021,"Red",7.95,4,204
"2024-10-05","/NL/nl/clos-montblanc-proyecto-cu4tro-tinto/w/16138?year=2019&price_id=35881127",16138,"Clos Montblanc","Proyecto Cu4tro Tinto 2019",2019,"Red",7.95,3.5,195
"2024-10-05","/NL/nl/aldeya-garnacha/w/1286987?year=2022&price_id=34705304",1286987,"Aldeya","Garnacha 2022",2022,"Red",7.95,3.7,34
"2024-10-05","/NL/nl/bodegas-valdemar-valdemoreda-tempranillo/w/1206948?year=2015&price_id=36279919",1206948,"Bodegas Valdemar","Valdemoreda Tempranillo 2015",2015,"Red",7.9,3.5,371
"2024-10-05","/NL/nl/verum-castilla-la-mancha-la-posada-garnacha/w/4918944?year=2023&price_id=35226432",4918944,"Verum","La Posada Garnacha 2023",2023,"Red",7.8,3.1,156
"2024-10-05","/NL/nl/verum-castilla-la-mancha-la-posada-tempranillo/w/2364691?year=2022&price_id=31879341",2364691,"Verum","La Posada Tempranillo 2022",2022,"Red",7.77,3.2,511
"2024-10-05","/NL/nl/alceno-monastrell/w/1558358?year=2023&price_id=36300406",1558358,"Alceño","Ribera del Segura Monastrell 2023",2023,"Red",7.74,3.4,3138
"2024-10-05","/NL/nl/valdepalacios-crianza/w/1291469?year=2016&price_id=23941300",1291469,"Valdepalacios","Crianza 2016",2016,"Red",7.74,3.6,68
"2024-10-05","/NL/nl/allegranza-single-vineyard-tempranillo-la-mancha/w/7421117?year=2022&price_id=36478539",7421117,"Allegranza","Single Vineyard Tempranillo 2022",2022,"Red",7.5,3.5,925
"2024-10-05","/NL/nl/bodegas-bastida-bomba-seleccion-especial-tempranillo/w/6806344?year=2023&price_id=36419410",6806344,"Bodegas Bastida","Bomba Selección Especial Tempranillo 2023",2023,"Red",7.5,4.1,4479
"2024-10-05","/NL/nl/bodegas-care-trio-red-blend-carinena-red-wine-v-q8nvt/w/6213594?year=2023&price_id=35944944",6213594,"Bodegas Care","Trio Red Blend 2023",2023,"Red",7.5,3.6,962
"2024-10-05","/NL/nl/impio-tempranillo-castilla-la-mancha/w/9582205?year=2021&price_id=32779600",9582205,"Impío","Tempranillo 2021",2021,"Red",7.5,3.7,55
"2024-10-05","/NL/nl/isidro-milagro-cal-y-canto-tempranillo-roble/w/5893001?year=2020&price_id=29844454",5893001,"Isidro Milagro","Cal Y Canto Tempranillo Roble 2020",2020,"Red",7.5,3.8,66
"2024-10-05","/NL/nl/vina-cerrada-tempranillo/w/1793397?year=2022&price_id=36895229",1793397,"Viña Cerrada","Tempranillo 2022",2022,"Red",7.49,3.3,243
"2024-10-05","/NL/nl/es-rio-lindo-syrah/w/5919230?year=2022&price_id=35080879",5919230,"Rio Lindo","Syrah 2022",2022,"Red",7.49,4.1,198
